articleid,author
19617,Scott Detrow
19618,Domenico Montanaro
19619,Pam Fessler
19620,Tamara Keith
19620,Domenico Montanaro
19621,Jessica Taylor
19622,Brakkton Booker
19623,Debbie Elliott
19624,Asma Khalid
19625,Jessica Taylor
19626,Scott Detrow
19627,Peter Overby
19628,Pam Fessler
19629,Tamara Keith
19629,Domenico Montanaro
19630,Jessica Taylor
19631,Brakkton Booker
19632,Debbie Elliott
19633,Asma Khalid
19634,Jessica Taylor
19635,Scott Detrow
19636,Peter Overby
19637,Ron Elving
19638,Tamara Keith
19638,Domenico Montanaro
19639,Jessica Taylor
19640,Brakkton Booker
19641,Debbie Elliott
19642,Asma Khalid
19643,Jessica Taylor
19644,Scott Detrow
19645,Peter Overby
19646,Ron Elving
19647,Ron Elving
19648,Jessica Taylor
19649,Brakkton Booker
19650,Debbie Elliott
19651,Asma Khalid
19652,Jessica Taylor
19653,Scott Detrow
19654,Peter Overby
19655,Ron Elving
19656,Ron Elving
19657,Danielle Kurtzleben 
19658,Jessica Taylor
19659,Brakkton Booker
19660,Debbie Elliott
19661,Asma Khalid
19662,Jessica Taylor
19663,Scott Detrow
19664,Peter Overby
19665,Ron Elving
19666,Ron Elving
19667,Danielle Kurtzleben 
19668,Jessica Taylor
19669,Brakkton Booker
19670,Debbie Elliott
19671,Asma Khalid
19672,Jessica Taylor
19673,Scott Detrow
19674,Peter Overby
19675,Ron Elving
19676,Ron Elving
19677,Danielle Kurtzleben 
19678,Jessica Taylor
19679,Debbie Elliott
19680,Asma Khalid
19681,Jessica Taylor
19682,Scott Detrow
19683,Peter Overby
19684,Ron Elving
19685,Ron Elving
19686,Danielle Kurtzleben 
19687,Jessica Taylor
19688,Debbie Elliott
19689,Asma Khalid
19690,Jessica Taylor
19691,Scott Detrow
19692,Peter Overby
19693,Ron Elving
19694,Ron Elving
19695,Danielle Kurtzleben 
19696,Jessica Taylor
19697,Debbie Elliott
19698,Asma Khalid
19699,Jessica Taylor
19700,Scott Detrow
19701,Peter Overby
19702,Ron Elving
19703,Ron Elving
19704,Danielle Kurtzleben 
19705,Jessica Taylor
19706,Debbie Elliott
19707,Asma Khalid
19708,Jessica Taylor
19709,Scott Detrow
19710,Peter Overby
19711,Ron Elving
19712,Ron Elving
19713,Danielle Kurtzleben 
19714,Jessica Taylor
19715,Debbie Elliott
19716,Asma Khalid
19717,Jessica Taylor
19718,Scott Detrow
19719,Peter Overby
19720,Ron Elving
19721,Ron Elving
19722,Danielle Kurtzleben 
19723,Jessica Taylor
19724,Asma Khalid
19725,Jessica Taylor
19726,Scott Detrow
19727,Peter Overby
19728,Ron Elving
19729,Ron Elving
19730,Danielle Kurtzleben 
19731,Jessica Taylor
19732,Sarah McCammon
19733,Jessica Taylor
19734,Scott Detrow
19735,Peter Overby
19736,Ron Elving
19737,Ron Elving
19738,Danielle Kurtzleben 
19739,Jessica Taylor
19740,Sarah McCammon
19741,Danielle Kurtzleben 
19742,Jessica Taylor
19743,Scott Detrow
19744,Peter Overby
19745,Ron Elving
19746,Ron Elving
19747,Danielle Kurtzleben 
19748,Jessica Taylor
19749,Sarah McCammon
19750,Danielle Kurtzleben 
19751,Scott Detrow
19752,Peter Overby
19753,Ron Elving
19754,Ron Elving
19755,Danielle Kurtzleben 
19756,Jessica Taylor
19757,Sarah McCammon
19758,Danielle Kurtzleben 
19759,Brady Carlson
19760,Peter Overby
19761,Ron Elving
19762,Ron Elving
19763,Danielle Kurtzleben 
19764,Jessica Taylor
19765,Sarah McCammon
19766,Danielle Kurtzleben 
19767,Brady Carlson
19768,Sam Sanders
19768,Ally Mutnick
19769,Peter Overby
19770,Ron Elving
19771,Ron Elving
19772,Danielle Kurtzleben 
19773,Jessica Taylor
19774,Sarah McCammon
19775,Danielle Kurtzleben 
19776,Brady Carlson
19777,Sam Sanders
19777,Ally Mutnick
19778,Domenico Montanaro
19779,Peter Overby
19780,Ron Elving
19781,Ron Elving
19782,Danielle Kurtzleben 
19783,Jessica Taylor
19784,Sarah McCammon
19785,Danielle Kurtzleben 
19786,Brady Carlson
19787,Sam Sanders
19787,Ally Mutnick
19788,Domenico Montanaro
19789,Peter Overby
19790,Ron Elving
19791,Ron Elving
19792,Danielle Kurtzleben 
19793,Jessica Taylor
19794,Sarah McCammon
19795,Danielle Kurtzleben 
19796,Brady Carlson
19797,Sam Sanders
19797,Ally Mutnick
19798,Domenico Montanaro
19799,Greg Allen
19800,Peter Overby
19801,Ron Elving
19802,Ron Elving
19803,Danielle Kurtzleben 
19804,Jessica Taylor
19805,Sarah McCammon
19806,Danielle Kurtzleben 
19807,Brady Carlson
19808,Sam Sanders
19808,Ally Mutnick
19809,Domenico Montanaro
19810,Greg Allen
19811,Ron Elving
19812,Ron Elving
19813,Danielle Kurtzleben 
19814,Jessica Taylor
19815,Sarah McCammon
19816,Danielle Kurtzleben 
19817,Brady Carlson
19818,Sam Sanders
19818,Ally Mutnick
19819,Domenico Montanaro
19820,Greg Allen
19821,Ron Elving
19822,Danielle Kurtzleben 
19823,Jessica Taylor
19824,Sarah McCammon
19825,Danielle Kurtzleben 
19826,Brady Carlson
19827,Sam Sanders
19827,Ally Mutnick
19828,Domenico Montanaro
19829,Greg Allen
19830,Danielle Kurtzleben 
19831,Jessica Taylor
19832,Sarah McCammon
19833,Danielle Kurtzleben 
19834,Brady Carlson
19835,Sam Sanders
19835,Ally Mutnick
19836,Domenico Montanaro
19837,Greg Allen
19838,Alexandra Starr
19839,Jessica Taylor
19840,Sarah McCammon
19841,Danielle Kurtzleben 
19842,Brady Carlson
19843,Sam Sanders
19843,Ally Mutnick
19844,Domenico Montanaro
19845,Greg Allen
19846,Alexandra Starr
19847,Laura Sydell
19848,Sarah McCammon
19849,Danielle Kurtzleben 
19850,Brady Carlson
19851,Sam Sanders
19851,Ally Mutnick
19852,Domenico Montanaro
19853,Greg Allen
19854,Alexandra Starr
19855,Laura Sydell
19856,Scott Detrow
19857,Sarah McCammon
19858,Danielle Kurtzleben 
19859,Brady Carlson
19860,Sam Sanders
19860,Ally Mutnick
19861,Domenico Montanaro
19862,Greg Allen
19863,Alexandra Starr
19864,Laura Sydell
19865,Scott Detrow
19866,Sarah McCammon
19867,Danielle Kurtzleben 
19868,Brady Carlson
19869,Sam Sanders
19869,Ally Mutnick
19870,Domenico Montanaro
19871,Greg Allen
19872,Alexandra Starr
19873,Laura Sydell
19874,Scott Detrow
19875,Sarah McCammon
19876,Danielle Kurtzleben 
19877,Brady Carlson
19878,Sam Sanders
19878,Ally Mutnick
19879,Domenico Montanaro
19880,Greg Allen
19881,Alexandra Starr
19882,Laura Sydell
19883,Scott Detrow
19884,Sarah McCammon
19885,Danielle Kurtzleben 
19886,Brady Carlson
19887,Sam Sanders
19887,Ally Mutnick
19888,Domenico Montanaro
19889,Greg Allen
19890,Alexandra Starr
19891,Laura Sydell
19892,Scott Detrow
19893,Asma Khalid
19894,Sarah McCammon
19895,Danielle Kurtzleben 
19896,Brady Carlson
19897,Sam Sanders
19897,Ally Mutnick
19898,Domenico Montanaro
19899,Greg Allen
19900,Alexandra Starr
19901,Laura Sydell
19902,Scott Detrow
19903,Asma Khalid
19904,Sarah McCammon
19905,Danielle Kurtzleben 
19906,Brady Carlson
19907,Sam Sanders
19907,Ally Mutnick
19908,Domenico Montanaro
19909,Greg Allen
19910,Alexandra Starr
19911,Laura Sydell
19912,Scott Detrow
19913,Asma Khalid
19914,Peter Overby
19915,Danielle Kurtzleben 
19916,Brady Carlson
19917,Sam Sanders
19917,Ally Mutnick
19918,Domenico Montanaro
19919,Greg Allen
19920,Alexandra Starr
19921,Laura Sydell
19922,Scott Detrow
19923,Asma Khalid
19924,Peter Overby
19925,Jessica Taylor
19926,Brady Carlson
19927,Sam Sanders
19927,Ally Mutnick
19928,Domenico Montanaro
19929,Greg Allen
19930,Alexandra Starr
19931,Laura Sydell
19932,Scott Detrow
19933,Asma Khalid
19934,Peter Overby
19935,Jessica Taylor
19936,NPR Staff
19937,Brady Carlson
19938,Sam Sanders
19938,Ally Mutnick
19939,Domenico Montanaro
19940,Greg Allen
19941,Alexandra Starr
19942,Laura Sydell
19943,Scott Detrow
19944,Asma Khalid
19945,Peter Overby
19946,Jessica Taylor
19947,NPR Staff
19948,Marie Andrusewicz
19949,Sam Sanders
19949,Ally Mutnick
19950,Domenico Montanaro
19951,Greg Allen
19952,Alexandra Starr
19953,Laura Sydell
19954,Scott Detrow
19955,Asma Khalid
19956,Peter Overby
19957,Jessica Taylor
19958,NPR Staff
19959,Marie Andrusewicz
19960,Bill Chappell
19961,Domenico Montanaro
19962,Greg Allen
19963,Alexandra Starr
19964,Laura Sydell
19965,Scott Detrow
19966,Asma Khalid
19967,Peter Overby
19968,Jessica Taylor
19969,NPR Staff
19970,Marie Andrusewicz
19971,Bill Chappell
19972,Ron Elving
19973,Greg Allen
19974,Alexandra Starr
19975,Laura Sydell
19976,Scott Detrow
19977,Asma Khalid
19978,Peter Overby
19979,Jessica Taylor
19980,NPR Staff
19981,Marie Andrusewicz
19982,Bill Chappell
19983,Ron Elving
19984,Linton Weeks
19985,Greg Allen
19986,Alexandra Starr
19987,Laura Sydell
19988,Scott Detrow
19989,Asma Khalid
19990,Peter Overby
19991,Jessica Taylor
19992,NPR Staff
19993,Marie Andrusewicz
19994,Bill Chappell
19995,Ron Elving
19996,Linton Weeks
19997,Jessica Taylor
19998,Alexandra Starr
19999,Laura Sydell
20000,Scott Detrow
20001,Asma Khalid
20002,Peter Overby
20003,Jessica Taylor
20004,NPR Staff
20005,Marie Andrusewicz
20006,Bill Chappell
20007,Ron Elving
20008,Linton Weeks
20009,Jessica Taylor
20010,Alexandra Starr
20011,Laura Sydell
20012,Scott Detrow
20013,Asma Khalid
20014,Peter Overby
20015,Jessica Taylor
20016,NPR Staff
20017,Marie Andrusewicz
20018,Bill Chappell
20019,Ron Elving
20020,Linton Weeks
20021,Jessica Taylor
20022,Alexandra Starr
20023,Laura Sydell
20024,Scott Detrow
20025,Asma Khalid
20026,Peter Overby
20027,Jessica Taylor
20028,NPR Staff
20029,Marie Andrusewicz
20030,Bill Chappell
20031,Ron Elving
20032,Linton Weeks
20033,Jessica Taylor
20034,Laura Wagner
20035,Alexandra Starr
20036,Laura Sydell
20037,Scott Detrow
20038,Asma Khalid
20039,Peter Overby
20040,Jessica Taylor
20041,NPR Staff
20042,Marie Andrusewicz
20043,Bill Chappell
20044,Ron Elving
20045,Linton Weeks
20046,Jessica Taylor
20047,Laura Wagner
20048,Carrie Johnson
20049,Laura Sydell
20050,Scott Detrow
20051,Asma Khalid
20052,Peter Overby
20053,Jessica Taylor
20054,NPR Staff
20055,Marie Andrusewicz
20056,Bill Chappell
20057,Ron Elving
20058,Linton Weeks
20059,Jessica Taylor
20060,Laura Wagner
20061,Carrie Johnson
20062,Scott Detrow
20063,Asma Khalid
20064,Peter Overby
20065,Jessica Taylor
20066,NPR Staff
20067,Marie Andrusewicz
20068,Bill Chappell
20069,Ron Elving
20070,Linton Weeks
20071,Jessica Taylor
20072,Laura Wagner
20073,Carrie Johnson
20074,Asma Khalid
20075,Peter Overby
20076,Jessica Taylor
20077,NPR Staff
20078,Marie Andrusewicz
20079,Bill Chappell
20080,Ron Elving
20081,Linton Weeks
20082,Jessica Taylor
20083,Laura Wagner
20084,Carrie Johnson
20085,Asma Khalid
20086,Peter Overby
20087,Jessica Taylor
20088,NPR Staff
20089,Marie Andrusewicz
20090,Bill Chappell
20091,Ron Elving
20092,Linton Weeks
20093,Jessica Taylor
20094,Laura Wagner
20095,Carrie Johnson
20096,Ron Elving
20097,Asma Khalid
20098,Peter Overby
20099,Jessica Taylor
20100,NPR Staff
20101,Marie Andrusewicz
20102,Bill Chappell
20103,Ron Elving
20104,Linton Weeks
20105,Jessica Taylor
20106,Laura Wagner
20107,Carrie Johnson
20108,Ron Elving
20109,Jessica Taylor
20110,Asma Khalid
20111,Peter Overby
20112,Jessica Taylor
20113,NPR Staff
20114,Marie Andrusewicz
20115,Bill Chappell
20116,Ron Elving
20117,Linton Weeks
20118,Jessica Taylor
20119,Laura Wagner
20120,Carrie Johnson
20121,Ron Elving
20122,Jessica Taylor
20123,Danielle Kurtzleben 
20124,Peter Overby
20125,Jessica Taylor
20126,NPR Staff
20127,Marie Andrusewicz
20128,Bill Chappell
20129,Ron Elving
20130,Linton Weeks
20131,Jessica Taylor
20132,Laura Wagner
20133,Carrie Johnson
20134,Ron Elving
20135,Jessica Taylor
20136,Danielle Kurtzleben 
20137,Asma Khalid
20138,Peter Overby
20139,Jessica Taylor
20140,NPR Staff
20141,Marie Andrusewicz
20142,Bill Chappell
20143,Ron Elving
20144,Linton Weeks
20145,Jessica Taylor
20146,Laura Wagner
20147,Carrie Johnson
20148,Ron Elving
20149,Jessica Taylor
20150,Danielle Kurtzleben 
20151,Asma Khalid
20152,Domenico Montanaro
20153,Jessica Taylor
20154,NPR Staff
20155,Marie Andrusewicz
20156,Bill Chappell
20157,Ron Elving
20158,Linton Weeks
20159,Jessica Taylor
20160,Laura Wagner
20161,Carrie Johnson
20162,Ron Elving
20163,Jessica Taylor
20164,Danielle Kurtzleben 
20165,Asma Khalid
20166,Domenico Montanaro
20167,Jessica Taylor
20168,NPR Staff
20169,Marie Andrusewicz
20170,Bill Chappell
20171,Ron Elving
20172,Linton Weeks
20173,Jessica Taylor
20174,Laura Wagner
20175,Carrie Johnson
20176,Ron Elving
20177,Jessica Taylor
20178,Danielle Kurtzleben 
20179,Asma Khalid
20180,Domenico Montanaro
20181,Jessica Taylor
20182,Domenico Montanaro
20183,Marie Andrusewicz
20184,Bill Chappell
20185,Ron Elving
20186,Linton Weeks
20187,Jessica Taylor
20188,Laura Wagner
20189,Carrie Johnson
20190,Ron Elving
20191,Jessica Taylor
20192,Danielle Kurtzleben 
20193,Asma Khalid
20194,Domenico Montanaro
20195,Jessica Taylor
20196,Domenico Montanaro
20197,Ally Mutnick
20197,Sarah McCammon
20197,Arnie Seipel
20198,Bill Chappell
20199,Ron Elving
20200,Linton Weeks
20201,Jessica Taylor
20202,Laura Wagner
20203,Carrie Johnson
20204,Ron Elving
20205,Jessica Taylor
20206,Danielle Kurtzleben 
20207,Asma Khalid
20208,Domenico Montanaro
20209,Jessica Taylor
20210,Domenico Montanaro
20211,Ally Mutnick
20211,Sarah McCammon
20211,Arnie Seipel
20212,Danielle Kurtzleben 
20213,Ron Elving
20214,Linton Weeks
20215,Jessica Taylor
20216,Laura Wagner
20217,Carrie Johnson
20218,Ron Elving
20219,Jessica Taylor
20220,Danielle Kurtzleben 
20221,Asma Khalid
20222,Domenico Montanaro
20223,Jessica Taylor
20224,Domenico Montanaro
20225,Ally Mutnick
20225,Sarah McCammon
20225,Arnie Seipel
20226,Danielle Kurtzleben 
20227,Ron Elving
20228,Linton Weeks
20229,Jessica Taylor
20230,Laura Wagner
20231,Carrie Johnson
20232,Ron Elving
20233,Jessica Taylor
20234,Danielle Kurtzleben 
20235,Asma Khalid
20236,Domenico Montanaro
20237,Jessica Taylor
20238,Domenico Montanaro
20239,Ally Mutnick
20239,Sarah McCammon
20239,Arnie Seipel
20240,Danielle Kurtzleben 
20241,Ron Elving
20242,Jessica Taylor
20243,Laura Wagner
20244,Carrie Johnson
20245,Ron Elving
20246,Jessica Taylor
20247,Danielle Kurtzleben 
20248,Asma Khalid
20249,Domenico Montanaro
20250,Jessica Taylor
20251,Domenico Montanaro
20252,Ally Mutnick
20252,Sarah McCammon
20252,Arnie Seipel
20253,Danielle Kurtzleben 
20254,Ron Elving
20255,Laura Wagner
20256,Carrie Johnson
20257,Ron Elving
20258,Jessica Taylor
20259,Danielle Kurtzleben 
20260,Asma Khalid
20261,Domenico Montanaro
20262,Jessica Taylor
20263,Domenico Montanaro
20264,Ally Mutnick
20264,Sarah McCammon
20264,Arnie Seipel
20265,Danielle Kurtzleben 
20266,Ron Elving
20267,Laura Wagner
20268,Carrie Johnson
20269,Ron Elving
20270,Jessica Taylor
20271,Danielle Kurtzleben 
20272,Asma Khalid
20273,Domenico Montanaro
20274,Jessica Taylor
20275,Domenico Montanaro
20276,Ally Mutnick
20276,Sarah McCammon
20276,Arnie Seipel
20277,Danielle Kurtzleben 
20278,Ron Elving
20279,Laura Wagner
20280,Carrie Johnson
20281,Ron Elving
20282,Jessica Taylor
20283,Danielle Kurtzleben 
20284,Asma Khalid
20285,Domenico Montanaro
20286,Jessica Taylor
20287,Domenico Montanaro
20288,Ally Mutnick
20288,Sarah McCammon
20288,Arnie Seipel
20289,Danielle Kurtzleben 
20290,Ron Elving
20291,Carrie Johnson
20292,Ron Elving
20293,Jessica Taylor
20294,Danielle Kurtzleben 
20295,Asma Khalid
20296,Domenico Montanaro
20297,Jessica Taylor
20298,Domenico Montanaro
20299,Ally Mutnick
20299,Sarah McCammon
20299,Arnie Seipel
20300,Danielle Kurtzleben 
20301,Ron Elving
20302,Ron Elving
20303,Jessica Taylor
20304,Danielle Kurtzleben 
20305,Asma Khalid
20306,Domenico Montanaro
20307,Jessica Taylor
20308,Domenico Montanaro
20309,Ally Mutnick
20309,Sarah McCammon
20309,Arnie Seipel
20310,Danielle Kurtzleben 
20311,Ron Elving
20312,Ron Elving
20313,Jessica Taylor
20314,Danielle Kurtzleben 
20315,Asma Khalid
20316,Domenico Montanaro
20317,Jessica Taylor
20318,Domenico Montanaro
20319,Ally Mutnick
20319,Sarah McCammon
20319,Arnie Seipel
20320,Danielle Kurtzleben 
20321,Ron Elving
20322,Ron Elving
20323,Jessica Taylor
20324,Danielle Kurtzleben 
20325,Asma Khalid
20326,Domenico Montanaro
20327,Jessica Taylor
20328,Domenico Montanaro
20329,Ally Mutnick
20329,Sarah McCammon
20329,Arnie Seipel
20330,Danielle Kurtzleben 
20331,Ron Elving
20332,Jessica Taylor
20333,Ron Elving
20334,Jessica Taylor
20335,Danielle Kurtzleben 
20336,Asma Khalid
20337,Domenico Montanaro
20338,Jessica Taylor
20339,Domenico Montanaro
20340,Ally Mutnick
20340,Sarah McCammon
20340,Arnie Seipel
20341,Danielle Kurtzleben 
20342,Ron Elving
20343,Jessica Taylor
20344,Jessica Taylor
20345,Danielle Kurtzleben 
20346,Asma Khalid
20347,Domenico Montanaro
20348,Jessica Taylor
20349,Domenico Montanaro
20350,Ally Mutnick
20350,Sarah McCammon
20350,Arnie Seipel
20351,Danielle Kurtzleben 
20352,Ron Elving
20353,Jessica Taylor
20354,Danielle Kurtzleben 
20355,Asma Khalid
20356,Domenico Montanaro
20357,Jessica Taylor
20358,Domenico Montanaro
20359,Ally Mutnick
20359,Sarah McCammon
20359,Arnie Seipel
20360,Danielle Kurtzleben 
20361,Ron Elving
20362,Jessica Taylor
20363,Tamara Keith
20364,Asma Khalid
20365,Domenico Montanaro
20366,Jessica Taylor
20367,Domenico Montanaro
20368,Ally Mutnick
20368,Sarah McCammon
20368,Arnie Seipel
20369,Danielle Kurtzleben 
20370,Ron Elving
20371,Jessica Taylor
20372,Tamara Keith
20373,Domenico Montanaro
20374,Jessica Taylor
20375,Domenico Montanaro
20376,Ally Mutnick
20376,Sarah McCammon
20376,Arnie Seipel
20377,Danielle Kurtzleben 
20378,Ron Elving
20379,Jessica Taylor
20380,Tamara Keith
20381,Brakkton Booker
20382,Jessica Taylor
20383,Domenico Montanaro
20384,Ally Mutnick
20384,Sarah McCammon
20384,Arnie Seipel
20385,Danielle Kurtzleben 
20386,Ron Elving
20387,Jessica Taylor
20388,Tamara Keith
20389,Brakkton Booker
20390,Jessica Taylor
20391,Domenico Montanaro
20392,Ally Mutnick
20392,Sarah McCammon
20392,Arnie Seipel
20393,Danielle Kurtzleben 
20394,Ron Elving
20395,Jessica Taylor
20396,Tamara Keith
20397,Brakkton Booker
20398,Jessica Taylor
20399,Danielle Kurtzleben 
20400,Ally Mutnick
20400,Sarah McCammon
20400,Arnie Seipel
20401,Danielle Kurtzleben 
20402,Ron Elving
20403,Jessica Taylor
20404,Tamara Keith
20405,Brakkton Booker
20406,Jessica Taylor
20407,Danielle Kurtzleben 
20408,Linton Weeks
20409,Danielle Kurtzleben 
20410,Ron Elving
20411,Jessica Taylor
20412,Tamara Keith
20413,Brakkton Booker
20414,Jessica Taylor
20415,Danielle Kurtzleben 
20416,Linton Weeks
20417,Leah Donnella
20418,Ron Elving
20419,Jessica Taylor
20420,Tamara Keith
20421,Brakkton Booker
20422,Jessica Taylor
20423,Danielle Kurtzleben 
20424,Linton Weeks
20425,Leah Donnella
20426,Jessica Taylor
20427,Tamara Keith
20428,Brakkton Booker
20429,Jessica Taylor
20430,Danielle Kurtzleben 
20431,Linton Weeks
20432,Leah Donnella
20433,Jessica Taylor
20434,Tamara Keith
20435,Brakkton Booker
20436,Jessica Taylor
20437,Danielle Kurtzleben 
20438,Linton Weeks
20439,Leah Donnella
20440,Jessica Taylor
20441,Tamara Keith
20442,Brakkton Booker
20443,Jessica Taylor
20444,Danielle Kurtzleben 
20445,Linton Weeks
20446,Leah Donnella
20447,Jessica Taylor
20448,Tamara Keith
20449,Brakkton Booker
20450,Jessica Taylor
20451,Danielle Kurtzleben 
20452,Linton Weeks
20453,Leah Donnella
20454,Jessica Taylor
20455,Tamara Keith
20456,Brakkton Booker
20457,Jessica Taylor
20458,Danielle Kurtzleben 
20459,Linton Weeks
20460,Leah Donnella
20461,Jessica Taylor
20462,Tamara Keith
20463,Brakkton Booker
20464,Jessica Taylor
20465,Danielle Kurtzleben 
20466,Linton Weeks
20467,Leah Donnella
20468,Jessica Taylor
20469,Tamara Keith
20470,Brakkton Booker
20471,Jessica Taylor
20472,Danielle Kurtzleben 
20473,Linton Weeks
20474,Leah Donnella
20475,Laura Wagner
20476,Jessica Taylor
20477,Tamara Keith
20478,Brakkton Booker
20479,Jessica Taylor
20480,Danielle Kurtzleben 
20481,Linton Weeks
20482,Leah Donnella
20483,Laura Wagner
20484,Amita Kelly
20485,Jessica Taylor
20486,Tamara Keith
20487,Brakkton Booker
20488,Jessica Taylor
20489,Danielle Kurtzleben 
20490,Linton Weeks
20491,Leah Donnella
20492,Laura Wagner
20493,Amita Kelly
20494,Peter Overby
20495,Tamara Keith
20496,Brakkton Booker
20497,Jessica Taylor
20498,Danielle Kurtzleben 
20499,Linton Weeks
20500,Leah Donnella
20501,Laura Wagner
20502,Amita Kelly
20503,Peter Overby
20504,Tamara Keith
20505,Brakkton Booker
20506,Jessica Taylor
20507,Danielle Kurtzleben 
20508,Linton Weeks
20509,Leah Donnella
20510,Laura Wagner
20511,Amita Kelly
20512,Peter Overby
20513,Tamara Keith
20514,Tamara Keith
20515,Brakkton Booker
20516,Jessica Taylor
20517,Danielle Kurtzleben 
20518,Linton Weeks
20519,Leah Donnella
20520,Laura Wagner
20521,Amita Kelly
20522,Peter Overby
20523,Tamara Keith
20524,Brakkton Booker
20525,Jessica Taylor
20526,Danielle Kurtzleben 
20527,Linton Weeks
20528,Leah Donnella
20529,Laura Wagner
20530,Amita Kelly
20531,Peter Overby
20532,Tamara Keith
20533,Brakkton Booker
20534,Jessica Taylor
20535,Danielle Kurtzleben 
20536,Linton Weeks
20537,Leah Donnella
20538,Laura Wagner
20539,Amita Kelly
20540,Peter Overby
20541,Tamara Keith
20542,Jessica Taylor
20543,Danielle Kurtzleben 
20544,Linton Weeks
20545,Leah Donnella
20546,Laura Wagner
20547,Amita Kelly
20548,Peter Overby
20549,Tamara Keith
20550,Danielle Kurtzleben 
20551,Linton Weeks
20552,Leah Donnella
20553,Laura Wagner
20554,Amita Kelly
20555,Peter Overby
20556,Tamara Keith
20557,Amita Kelly
20558,Linton Weeks
20559,Leah Donnella
20560,Laura Wagner
20561,Amita Kelly
20562,Peter Overby
20563,Tamara Keith
20564,Amita Kelly
20565,Brakkton Booker
20566,Leah Donnella
20567,Laura Wagner
20568,Amita Kelly
20569,Peter Overby
20570,Tamara Keith
20571,Amita Kelly
20572,Brakkton Booker
20573,Sam Sanders
20574,Laura Wagner
20575,Amita Kelly
20576,Peter Overby
20577,Tamara Keith
20578,Amita Kelly
20579,Brakkton Booker
20580,Sam Sanders
20581,Jessica Taylor
20582,Laura Wagner
20583,Amita Kelly
20584,Peter Overby
20585,Tamara Keith
20586,Amita Kelly
20587,Brakkton Booker
20588,Sam Sanders
20589,Jessica Taylor
20590,Tamara Keith
20591,Laura Wagner
20592,Amita Kelly
20593,Peter Overby
20594,Tamara Keith
20595,Amita Kelly
20596,Brakkton Booker
20597,Sam Sanders
20598,Jessica Taylor
20599,Tamara Keith
20600,Will Huntsberry
20600,Tamara Keith
20601,Laura Wagner
20602,Amita Kelly
20603,Peter Overby
20604,Tamara Keith
20605,Amita Kelly
20606,Brakkton Booker
20607,Sam Sanders
20608,Jessica Taylor
20609,Tamara Keith
20610,Will Huntsberry
20610,Tamara Keith
20611,Jessica Taylor
20612,Laura Wagner
20613,Amita Kelly
20614,Peter Overby
20615,Tamara Keith
20616,Amita Kelly
20617,Brakkton Booker
20618,Sam Sanders
20619,Jessica Taylor
20620,Tamara Keith
20621,Will Huntsberry
20621,Tamara Keith
20622,Jessica Taylor
20623,Don Gonyea
20624,Laura Wagner
20625,Amita Kelly
20626,Peter Overby
20627,Tamara Keith
20628,Amita Kelly
20629,Brakkton Booker
20630,Sam Sanders
20631,Jessica Taylor
20632,Tamara Keith
20633,Will Huntsberry
20633,Tamara Keith
20634,Jessica Taylor
20635,Don Gonyea
20636,Jessica Taylor
20637,Laura Wagner
20638,Amita Kelly
20639,Peter Overby
20640,Tamara Keith
20641,Amita Kelly
20642,Brakkton Booker
20643,Sam Sanders
20644,Jessica Taylor
20645,Tamara Keith
20646,Will Huntsberry
20646,Tamara Keith
20647,Jessica Taylor
20648,Don Gonyea
20649,Jessica Taylor
20650,Laura Wagner
20651,Amita Kelly
20652,Peter Overby
20653,Tamara Keith
20654,Amita Kelly
20655,Brakkton Booker
20656,Sam Sanders
20657,Jessica Taylor
20658,Tamara Keith
20659,Will Huntsberry
20659,Tamara Keith
20660,Jessica Taylor
20661,Don Gonyea
20662,Jessica Taylor
20663,Amita Kelly
20664,Peter Overby
20665,Tamara Keith
20666,Amita Kelly
20667,Brakkton Booker
20668,Sam Sanders
20669,Jessica Taylor
20670,Tamara Keith
20671,Will Huntsberry
20671,Tamara Keith
20672,Jessica Taylor
20673,Don Gonyea
20674,Jessica Taylor
20675,Peter Overby
20676,Tamara Keith
20677,Amita Kelly
20678,Brakkton Booker
20679,Sam Sanders
20680,Jessica Taylor
20681,Tamara Keith
20682,Will Huntsberry
20682,Tamara Keith
20683,Jessica Taylor
20684,Don Gonyea
20685,Jessica Taylor
20686,Domenico Montanaro
20687,Tamara Keith
20688,Amita Kelly
20689,Brakkton Booker
20690,Sam Sanders
20691,Jessica Taylor
20692,Tamara Keith
20693,Will Huntsberry
20693,Tamara Keith
20694,Jessica Taylor
20695,Don Gonyea
20696,Jessica Taylor
20697,Domenico Montanaro
20698,Laura Wagner
20699,Tamara Keith
20700,Amita Kelly
20701,Brakkton Booker
20702,Sam Sanders
20703,Jessica Taylor
20704,Tamara Keith
20705,Will Huntsberry
20705,Tamara Keith
20706,Jessica Taylor
20707,Don Gonyea
20708,Jessica Taylor
20709,Domenico Montanaro
20710,Laura Wagner
20711,Peter Overby
20712,Amita Kelly
20713,Brakkton Booker
20714,Sam Sanders
20715,Jessica Taylor
20716,Tamara Keith
20717,Will Huntsberry
20717,Tamara Keith
20718,Jessica Taylor
20719,Don Gonyea
20720,Jessica Taylor
20721,Domenico Montanaro
20722,Laura Wagner
20723,Peter Overby
20724,Sam Sanders
20725,Amita Kelly
20726,Brakkton Booker
20727,Sam Sanders
20728,Jessica Taylor
20729,Tamara Keith
20730,Will Huntsberry
20730,Tamara Keith
20731,Jessica Taylor
20732,Don Gonyea
